zone,state,lga,sector,ea,hhid,interviewer_id,wt_round7,wt_r7panel,s5q1f,s5q1f_os,s5q1g,s5q1h,s5q1h_os,s5q1i,s5q1i_os,s5q1j,s5q1k,s5q1k_os,s5q1l,s5q1m,s5q1m_os,s5q1c,s5q1d,s5q1e,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s9q1,s9q3__1,s9q3__2,s9q3__3,s9q3__4,s9q3__5,s9q3__6,s9q3__7,s9q3__8,s9q3__96,s9q3_os,s9q2,s9q4,s9q5,s9q6__1,s9q6__2,s9q6__3,s9q6__4,s9q6__5,s9q6__6,s9q6__96,s9q6_os,s9q7,s9q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
6. South West,24. Lagos,2405. APAPA,1. Urban,152,249070,5,2638.6157203659454,2544.697642084503,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",36,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,0,1,0,0,1,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-22T16:01:46
6. South West,24. Lagos,2405. APAPA,1. Urban,588,249077,5,6358.094408749056,6980.836299525847,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,5. None of the time,4. Some of the time,5. FIVE OR MORE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,2. NO,,,,,,1. YES,"7. SEEK HELP FROM RELATIVES, FRIENDS, OTHERS",,,,,,,,,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,1,0,0,0,0,0,0,0,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-16T10:40:37
6. South West,24. Lagos,2405. APAPA,1. Urban,588,249083,5,5954.338037756777,5104.324212862509,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,65,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. Somewhat worried,,,,,,,,,,,2. A moderate threat,1. YES,1. YES,0,0,0,0,0,0,1,Security agents,2. NO,1. Gap has widened,0,0,0,0,0,0,1,1,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-08T12:57:31
1. North Central,23. Kwara,2305. IFELODUN (KWARA),1. Urban,0,249084,8,5813.736595642823,5561.968403134892,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,36,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,1,0,1,0,0,0,0,0,0,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-11T14:01:22
6. South West,24. Lagos,2410. IFAKO-IJAYE,1. Urban,2522,249106,22,2759.5416335547116,2661.319355425804,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,"1. YES, AT LEAST ONCE",4. SHOPS HAVE RUN OUT OF STOCK,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,2. WITHIN ONE MONTH,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",,,,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,1,1,0,0,0,0,0,0,0,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-10T14:29:00
6. South West,24. Lagos,2410. IFAKO-IJAYE,1. Urban,2522,249107,22,2907.846004011392,2992.089173540281,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,2. Most of the time,4. Some of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,60,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,1,0,0,0,0,1,0,0,0,,4. Not a threat at all,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-11T16:54:13
6. South West,24. Lagos,2410. IFAKO-IJAYE,1. Urban,2522,249108,22,3191.6960800335087,3181.642213327402,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,2. Most of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",4. As an employee for a private company or another individual (not household member),,66,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,2,2020-11-11T11:05:55
6. South West,24. Lagos,2415. LAGOS MAINLAND,1. Urban,550,249111,5,2771.3183578740764,2375.6977359948874,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. Somewhat worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,0,0,1,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-15T13:02:56
6. South West,24. Lagos,2415. LAGOS MAINLAND,1. Urban,550,249112,22,2505.6400654258314,2494.3799617490963,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,8. PUBLIC ADMINISTRATION,4. As an employee for a private company or another individual (not household member),,40,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-11-10T15:22:05
6. South West,24. Lagos,2415. LAGOS MAINLAND,1. Urban,550,249113,22,3208.8331326885495,3004.3049397519876,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,4. Some of the time,1. ONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),,25,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-10T20:04:08
6. South West,24. Lagos,2415. LAGOS MAINLAND,1. Urban,550,249114,22,3123.0753336126377,3040.3869094039783,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,5. None of the time,4. Some of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,4,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-11-08T09:24:00
6. South West,24. Lagos,2415. LAGOS MAINLAND,1. Urban,550,249116,22,2379.032692970861,2225.6947247704725,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,3. THREE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,1,1,1,0,0,1,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-12T17:42:12
6. South West,24. Lagos,2415. LAGOS MAINLAND,1. Urban,550,249117,22,2800.5042541887747,2858.6254923565966,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),,40,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,3. Not much of a threat,2. NO,,,,,,,,,,2. NO,98. DON'T KNOW,1,0,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-10T14:53:35
6. South West,24. Lagos,2415. LAGOS MAINLAND,1. Urban,550,249120,22,2505.6400654258314,2494.3799617490963,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,55,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,12. USUAL PLACE OF BUSINESS CLOSED DUE TO ENDSARS PROTESTS,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,0,0,1,0,0,0,1,1. COMPLETE,2,1. ENGLISH,,,0,2020-11-12T08:20:34
6. South West,24. Lagos,2416. MUSHIN,1. Urban,176,249121,14,4790.688802217567,5464.711987344518,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,0. NONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,"2. MINING, MANUFACTURING",,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-11-09T16:16:21
6. South West,24. Lagos,2416. MUSHIN,1. Urban,176,249122,22,3433.4740104604293,3736.75305423842,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),,35,1. NFE TEMPORARILY CLOSED AT ROUND 6,,2. Temporarily closed,9. SEASONAL CLOSURE,,2. NO,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-10T15:09:43
6. South West,24. Lagos,2416. MUSHIN,1. Urban,176,249127,22,4489.070050731337,3944.8959530310794,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,0,0,0,0,0,0,1,1,0,1,1,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-12T13:02:55
6. South West,24. Lagos,2416. MUSHIN,1. Urban,2028,249133,1,1310.5906145647787,1263.9418543896713,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,66,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,1,0,1,0,0,1,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-09T11:11:40
6. South West,24. Lagos,2416. MUSHIN,1. Urban,2028,249134,8,1244.990698944337,1131.4346280696132,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,54,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,3. Not too worried,1,0,0,0,0,0,0,0,0,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,0,0,1,1,1. COMPLETE,2,4. YORUBA,,2. NO,0,2020-11-11T14:30:00
6. South West,24. Lagos,2416. MUSHIN,1. Urban,2028,249135,22,1576.7373325145966,1345.0935664676445,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),,45,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,96. OTHER (SPECIFY),THINGS ARE TOO EXPENSIVE,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3. Not too worried,1,0,0,0,0,1,1,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,0,1,1,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-22T19:00:08
6. South West,24. Lagos,2416. MUSHIN,1. Urban,2028,249139,5,1774.8346456136264,1718.3663897848999,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,4. CONSTRUCTION,1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,0,1,0,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-10T19:18:44
6. South West,24. Lagos,2416. MUSHIN,1. Urban,2028,249141,22,1277.2095166648965,1194.8883645301478,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,4. Not worried at all,1,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-10T10:44:34
6. South West,24. Lagos,2416. MUSHIN,1. Urban,2028,249142,8,1271.539467641271,1436.4650146052554,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,5. None of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,40,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,0,0,1,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-11T12:32:07
6. South West,24. Lagos,2416. MUSHIN,1. Urban,2028,249143,14,1672.3341762467294,1515.9337673565349,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,4. Some of the time,5. None of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,66,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,1. ENGLISH,,,0,2020-11-12T20:44:30
6. South West,24. Lagos,2416. MUSHIN,1. Urban,2028,249144,8,1623.697480376492,1426.869607044885,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,105,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,12. USUAL PLACE OF BUSINESS CLOSED DUE TO ENDSARS PROTESTS,,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,0,1,1,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-09T11:31:36
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,920,249145,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-11-22T18:07:53
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,920,249148,8,3681.225011178809,,5. TUBE WELL/BOREHOLE,,"1. YES, AT LEAST ONCE",96. OTHER (SPECIFY),Because of the light to pump the water.,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-11-18T13:21:11
