zone,state,lga,sector,ea,hhid,pnumber_id,nbhhme,s1q13,s1q15,s1q15_os
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329075,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329075,3,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329076,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329076,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329076,3,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329079,1,2,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329079,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329079,3,3,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329079,4,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329080,1,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329080,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329080,3,3,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329080,4,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329082,1,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329082,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329082,3,,2. NO,,
5. South South,32. Rivers,3223. TAI,2. Rural,668,329088,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3223. TAI,2. Rural,668,329088,2,3,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3223. TAI,2. Rural,668,329088,3,,2. NO,,
5. South South,32. Rivers,3223. TAI,2. Rural,668,329090,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3223. TAI,2. Rural,668,329090,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3223. TAI,2. Rural,668,329090,3,3,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3223. TAI,2. Rural,668,329090,4,,2. NO,,
3. North West,33. Sokoto,3323. YABO BODINGO,2. Rural,92,330033,1,5,1. YES,3. OWN CHILD,
3. North West,33. Sokoto,3323. YABO BODINGO,2. Rural,92,330035,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3323. YABO BODINGO,2. Rural,92,330035,2,,2. NO,,
3. North West,33. Sokoto,3323. YABO BODINGO,2. Rural,92,330035,3,,2. NO,,
3. North West,33. Sokoto,3323. YABO BODINGO,2. Rural,92,330036,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3323. YABO BODINGO,2. Rural,92,330036,2,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3323. YABO BODINGO,2. Rural,92,330036,3,,2. NO,,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330051,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330051,2,,2. NO,,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330055,1,4,1. YES,1. HEAD,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330055,2,,2. NO,,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330055,3,4,1. YES,1. HEAD,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330055,4,4,1. YES,1. HEAD,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330055,5,4,1. YES,1. HEAD,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330060,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330060,2,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330060,3,2,1. YES,2. SPOUSE,
3. North West,33. Sokoto,3313. SABON BIRNIN,2. Rural,930,330060,4,,2. NO,,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330063,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330063,2,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330063,3,,2. NO,,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330063,4,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330065,1,,2. NO,,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330067,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330067,2,,2. NO,,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330067,3,,2. NO,,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330069,1,,2. NO,,
3. North West,33. Sokoto,3304. GADA,2. Rural,418,330069,2,2,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339001,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339001,2,3,1. YES,3. OWN CHILD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339001,3,4,1. YES,3. OWN CHILD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339001,4,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339002,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339002,2,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339002,3,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339002,4,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339002,5,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339003,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339003,2,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339004,1,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339004,2,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339005,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339005,2,12,1. YES,10. PARENT,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339005,3,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339006,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339006,2,2,1. YES,2. SPOUSE,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339006,3,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339006,4,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339011,1,2,1. YES,2. SPOUSE,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339011,2,,2. NO,,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339012,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339012,2,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3302. BODINGA,2. Rural,816,339012,3,,2. NO,,
3. North West,33. Sokoto,3305. GORONYO,2. Rural,846,339021,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3305. GORONYO,2. Rural,846,339021,2,,2. NO,,
3. North West,33. Sokoto,3305. GORONYO,2. Rural,846,339021,3,,2. NO,,
3. North West,33. Sokoto,3318. TAMBUWAI,2. Rural,1498,339028,1,401,1. YES,9. BROTHER/SISTER-IN-LAW,
3. North West,33. Sokoto,3318. TAMBUWAI,2. Rural,1498,339029,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3318. TAMBUWAI,2. Rural,1498,339029,2,,2. NO,,
3. North West,33. Sokoto,3318. TAMBUWAI,2. Rural,1498,339030,1,,2. NO,,
3. North West,33. Sokoto,3318. TAMBUWAI,2. Rural,1498,339030,2,101,1. YES,6. GRANDCHILD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339037,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339037,2,2,1. YES,2. SPOUSE,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339037,3,,2. NO,,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339040,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339040,2,,2. NO,,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339040,3,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339040,4,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339042,1,3,1. YES,6. GRANDCHILD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339042,2,,2. NO,,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339042,3,3,1. YES,6. GRANDCHILD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339042,4,,2. NO,,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339045,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339045,2,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339045,3,,2. NO,,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339047,1,1,1. YES,1. HEAD,
3. North West,33. Sokoto,3321. WAMAKKO,2. Rural,118,339047,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340033,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340033,2,,2. NO,,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340033,3,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340033,4,1,1. YES,1. HEAD,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340035,1,2,1. YES,1. HEAD,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340035,2,,2. NO,,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340035,3,,2. NO,,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340035,4,303,1. YES,14. OTHER RELATION (SPECIFY),THIRD WIFE TO HEAD'S LATE HUSBAND
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340035,5,,2. NO,,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340040,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3405. GASSOL,2. Rural,456,340040,2,,2. NO,,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340051,1,9,1. YES,4. STEP CHILD,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340051,2,9,1. YES,4. STEP CHILD,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340051,3,1,1. YES,1. HEAD,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340054,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340054,2,1,1. YES,1. HEAD,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340054,3,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340057,1,8,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340057,2,,2. NO,,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340058,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340058,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340058,3,1,1. YES,1. HEAD,
2. North East,34. Taraba,3412. TAKUM,2. Rural,156,340058,4,,2. NO,,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340082,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340082,2,,2. NO,,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340083,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340083,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340083,3,12,1. YES,2. SPOUSE,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340083,4,,2. NO,,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340083,5,,2. NO,,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340084,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340084,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340084,3,,2. NO,,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340085,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340085,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340085,3,,2. NO,,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340086,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340086,2,1,1. YES,1. HEAD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340086,3,,2. NO,,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340086,4,5,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340086,5,,2. NO,,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340086,6,6,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340088,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340088,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340088,3,4,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3408. KARIM-LAMIDO,2. Rural,870,340088,4,,2. NO,,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349004,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349004,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349004,3,3,1. YES,2. SPOUSE,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349004,4,,2. NO,,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349004,5,,2. NO,,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349009,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349009,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349009,3,,2. NO,,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349009,4,,2. NO,,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349010,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349010,2,6,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349010,3,4,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349010,4,,2. NO,,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349011,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349011,2,,2. NO,,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349012,1,2,1. YES,1. HEAD,
2. North East,34. Taraba,3401. ARDO-KOLA,2. Rural,370,349012,2,,2. NO,,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349038,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349038,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349038,3,,2. NO,,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349039,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349039,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349039,3,,2. NO,,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349040,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349040,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349040,3,,2. NO,,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349043,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349043,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349043,3,,2. NO,,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349046,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349046,2,,2. NO,,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349046,3,,2. NO,,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349047,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3406. IBI,2. Rural,728,349047,2,,2. NO,,
2. North East,34. Taraba,3407. JALINGO,1. Urban,64,349050,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3407. JALINGO,1. Urban,64,349050,2,,2. NO,,
2. North East,34. Taraba,3407. JALINGO,1. Urban,64,349053,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3407. JALINGO,1. Urban,64,349053,2,,2. NO,,
2. North East,34. Taraba,3409. KURMI,2. Rural,500,349061,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3409. KURMI,2. Rural,500,349061,2,3,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3409. KURMI,2. Rural,500,349061,3,4,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3409. KURMI,2. Rural,500,349061,4,,2. NO,,
2. North East,34. Taraba,3409. KURMI,2. Rural,500,349071,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3409. KURMI,2. Rural,500,349071,2,,2. NO,,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349073,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349073,2,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349073,3,3,1. YES,2. SPOUSE,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349073,4,4,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349073,5,,2. NO,,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349077,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349077,2,4,1. YES,3. OWN CHILD,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349077,3,,2. NO,,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349078,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349078,2,1,1. YES,1. HEAD,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349078,3,,2. NO,,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349084,1,1,1. YES,1. HEAD,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349084,2,1,1. YES,1. HEAD,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349084,3,2,1. YES,2. SPOUSE,
2. North East,34. Taraba,3411. SARDAUNA,2. Rural,1034,349084,4,,2. NO,,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350061,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350061,2,2,1. YES,2. SPOUSE,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350061,3,,2. NO,,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350064,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350064,2,4,1. YES,3. OWN CHILD,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350064,3,,2. NO,,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350064,4,,2. NO,,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350064,5,,1. YES,1. HEAD,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350065,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350065,2,,2. NO,,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350068,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350068,2,,2. NO,,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350068,3,,2. NO,,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350070,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350070,2,4,1. YES,7. BROTHER/SISTER,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350070,3,3,1. YES,7. BROTHER/SISTER,
2. North East,35. Yobe,3513. NGURU,2. Rural,576,350070,4,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359025,1,2,1. YES,1. HEAD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359025,2,1,1. YES,1. HEAD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359025,3,1,1. YES,1. HEAD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359025,4,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359025,5,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359028,1,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359028,2,2,1. YES,2. SPOUSE,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359032,1,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359032,2,2,1. YES,3. OWN CHILD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359032,3,4,1. YES,3. OWN CHILD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359032,4,,1. YES,3. OWN CHILD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359033,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359033,2,2,1. YES,2. SPOUSE,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359033,3,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359033,4,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359034,1,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359034,2,2,1. YES,2. SPOUSE,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359034,3,3,1. YES,3. OWN CHILD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359034,4,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359035,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359035,2,1,1. YES,1. HEAD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359035,3,1,1. YES,1. HEAD,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359035,4,,2. NO,,
2. North East,35. Yobe,3507. GUJBA,2. Rural,596,359035,5,,2. NO,,
2. North East,35. Yobe,3512. NANGERE,2. Rural,478,359053,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3512. NANGERE,2. Rural,478,359053,2,2,1. YES,2. SPOUSE,
2. North East,35. Yobe,3512. NANGERE,2. Rural,478,359053,3,,2. NO,,
2. North East,35. Yobe,3512. NANGERE,2. Rural,478,359060,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3512. NANGERE,2. Rural,478,359060,2,,2. NO,,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359065,1,,2. NO,,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359065,2,1,1. YES,1. HEAD,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359066,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359066,2,,2. NO,,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359067,1,1,1. YES,1. HEAD,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359067,2,1,1. YES,1. HEAD,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359067,3,5,1. YES,3. OWN CHILD,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359067,4,,2. NO,,
2. North East,35. Yobe,3514. POTISKUM,1. Urban,1050,359067,5,,1. YES,1. HEAD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360033,1,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360033,2,3,1. YES,3. OWN CHILD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360033,3,1,1. YES,1. HEAD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360033,4,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360033,5,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360033,6,1,1. YES,1. HEAD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360039,1,5,1. YES,3. OWN CHILD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360039,2,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,2078,360039,3,8,1. YES,3. OWN CHILD,
3. North West,36. Zamfara,3606. GUMMI,2. Rural,1956,360085,1,1,1. YES,1. HEAD,
3. North West,36. Zamfara,3606. GUMMI,2. Rural,1956,360085,2,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369001,1,301,1. YES,3. OWN CHILD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369001,2,301,1. YES,3. OWN CHILD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369001,3,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369001,4,1,1. YES,1. HEAD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369001,5,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369001,6,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369001,7,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369004,1,1,1. YES,1. HEAD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369004,2,1,1. YES,1. HEAD,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369004,3,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369006,1,,2. NO,,
3. North West,36. Zamfara,3608. KAURA NAMODA,2. Rural,1300,369006,2,,2. NO,,
3. North West,36. Zamfara,3611. SHINKAFI,1. Urban,10,369027,1,1,1. YES,1. HEAD,
