zone,state,lga,sector,ea,hhid,source_cd,s7q1
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290083,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290083,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290083,8. PENSION,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290084,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290084,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290084,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290084,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290084,8. PENSION,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290087,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290087,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290087,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290087,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290087,8. PENSION,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290088,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290088,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290088,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290088,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290088,8. PENSION,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290089,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290089,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290089,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290089,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290089,8. PENSION,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290090,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290090,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290090,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290090,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290090,8. PENSION,1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299001,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299001,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299001,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299001,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299001,8. PENSION,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299007,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299007,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299007,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299007,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299007,8. PENSION,1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299008,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299008,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299008,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299008,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299008,8. PENSION,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299009,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299009,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299009,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299009,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299009,8. PENSION,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299011,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299011,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299011,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299011,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299011,8. PENSION,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299012,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299012,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299012,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299012,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2915. IFEDAYO,1. Urban,622,299012,8. PENSION,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299013,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299013,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299013,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299013,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299013,8. PENSION,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299014,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299014,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299014,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299014,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299014,8. PENSION,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299018,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299018,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299018,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299018,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299018,8. PENSION,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299022,4. REMITTANCES FROM ABROAD,1. YES
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299022,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299022,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299022,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299022,8. PENSION,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299023,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299023,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299023,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299023,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2918. ILESA EAST,1. Urban,454,299023,8. PENSION,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299027,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299027,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299027,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299027,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299027,8. PENSION,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299029,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299029,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299029,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299029,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299029,8. PENSION,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299030,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299030,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299030,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299030,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299030,8. PENSION,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299032,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299032,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299032,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299032,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299032,8. PENSION,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299036,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299036,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299036,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299036,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299036,8. PENSION,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300011,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300011,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300011,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300011,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300011,8. PENSION,2. NO
6. South West,30. Oyo,3020. LAGELU,1. Urban,0,300014,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3020. LAGELU,1. Urban,0,300014,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,30. Oyo,3020. LAGELU,1. Urban,0,300014,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3020. LAGELU,1. Urban,0,300014,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3020. LAGELU,1. Urban,0,300014,8. PENSION,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300016,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300016,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300016,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300016,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300016,8. PENSION,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300018,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300018,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300018,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300018,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300018,8. PENSION,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300019,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300019,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300019,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300019,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300019,8. PENSION,1. YES
6. South West,30. Oyo,3021. OGBOMOSO NORTH,1. Urban,0,300020,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3021. OGBOMOSO NORTH,1. Urban,0,300020,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3021. OGBOMOSO NORTH,1. Urban,0,300020,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,30. Oyo,3021. OGBOMOSO NORTH,1. Urban,0,300020,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3021. OGBOMOSO NORTH,1. Urban,0,300020,8. PENSION,2. NO
6. South West,30. Oyo,3012. IBARAPA EAST,2. Rural,334,300037,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3012. IBARAPA EAST,2. Rural,334,300037,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3012. IBARAPA EAST,2. Rural,334,300037,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3012. IBARAPA EAST,2. Rural,334,300037,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3012. IBARAPA EAST,2. Rural,334,300037,8. PENSION,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300094,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300094,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300094,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300094,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300094,8. PENSION,1. YES
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300095,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300095,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300095,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300095,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300095,8. PENSION,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300098,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300098,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300098,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300098,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300098,8. PENSION,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300099,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300099,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300099,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300099,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300099,8. PENSION,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300100,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300100,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300100,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300100,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300100,8. PENSION,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300135,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300135,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300135,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300135,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300135,8. PENSION,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300138,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300138,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300138,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300138,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300138,8. PENSION,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,0,300139,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,0,300139,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,0,300139,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,0,300139,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,0,300139,8. PENSION,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300146,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300146,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300146,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300146,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300146,8. PENSION,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300148,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300148,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300148,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300148,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300148,8. PENSION,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300149,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300149,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300149,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300149,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300149,8. PENSION,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300175,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300175,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300175,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300175,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300175,8. PENSION,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300176,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300176,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300176,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300176,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300176,8. PENSION,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300177,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300177,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300177,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300177,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300177,8. PENSION,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300178,4. REMITTANCES FROM ABROAD,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300178,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300178,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300178,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300178,8. PENSION,2. NO
