zone,state,lga,sector,ea,hhid,interviewer_id,wt_round5,wt_r5panel,s2q0a,s2q0b,filter1,s5cq1,s5cq2__1,s5cq2__2,s5cq2__14,s5cq2__3,s5cq2__4,s5cq2__5,s5cq2__6,s5cq2__7,s5cq2__8,s5cq2__9,s5cq2__10,s5cq2__11,s5cq2__12,s5cq2__13,s5cq2__96,s5cq2_os,s5cq3,s5cq4__1,s5cq4__2,s5cq4__3,s5cq4__4,s5cq4__5,s5cq4__6,s5cq4__7,s5cq4__8,s5cq4__9,s5cq4__10,s5cq4__11,s5cq4__99,s5cq4__98,s5cq5,filter2,s5cq6,s5cq7__1,s5cq7__2,s5cq7__3,s5cq7__4,s5cq7__5,s5cq7__6,s5cq7__7,s5cq7__96,s5cq7_os,s5cq8,s5cq9__1,s5cq9__2,s5cq9__3,s5cq9__4,s5cq9__5,s5cq9__6,s5cq9__7,emp_case,emp_respondent,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,s6q8c1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,crop_filter1,s6q16,s6aq9,s6aq12,s6aq10,crop_filter2,s6aq11,livest_filter3,s6bq1,s6bq6a,s6bq6,livest_filter4,s6bq7,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
6. South West,27. Ogun,2711. IJEBU-ODE,1. Urban,710,270056,22,2163.8614660585317,1988.1711686987737,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),,57.5,57.5,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,1. YES,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,SELLING OF CHEWING STICKS,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,0,0,0,0,0,0,1,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-09-09T13:02:28
6. South West,27. Ogun,2711. IJEBU-ODE,1. Urban,710,270059,22,2327.0040494147024,2208.3693751307883,1. YES,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,2. WITHIN ONE MONTH,96. OTHER (SPECIFY),NO FINANCE TO START,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,1. YES,1. Open,,,,Selling of raw foods,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-13T13:52:42
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1612,270065,14,2267.1158041198682,1908.6541056536091,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,9,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",4. As an employee for a private company or another individual (not household member),,60,60,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,9,4. YORUBA,,2. NO,0,2020-09-10T16:03:31
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,0,270066,8,2468.9418468551057,2133.245310389688,1. YES,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-10T12:54:10
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,0,270068,1,1966.2274838582232,1918.1428940489714,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,,,,8. PUBLIC ADMINISTRATION,4. As an employee for a private company or another individual (not household member),,66,66,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,0,0,0,0,0,0,1,0,0,0,1,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-09-12T15:12:32
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1612,270069,22,1762.2643599443106,1913.9489576401918,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"2. MINING, MANUFACTURING",1. In your own non-farm business,,60,67,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,1. Much higher,2. NO,,2. NO,,1. YES,,1. YES,,2. NO,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-12T17:54:10
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1612,270070,22,3173.5609935543325,5737.090758497544,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,1. YES,1,0,1,1,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,4,36,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-13T13:35:45
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270091,8,6209.458184309159,6689.944419977002,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,0,0,1,1,1,0,,1. YES,0,0,0,1,0,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,72,72,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,4. CAN'T GET INPUTS,,1. YES,,4. Lower,2. NO,,2. NO,,1. YES,,2. NO,,2. NO,,1,0,0,0,0,0,0,0,0,0,1,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-09-10T12:07:26
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270094,5,6684.014989067533,7757.735013712169,2. NO,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,0,0,1,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),No transport fare,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,2. Temporarily closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,2. NO,,,,,,1. YES,,4. Lower,2. NO,,2. NO,,1. YES,,2. NO,,2. NO,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-12T17:04:55
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270096,5,8509.646283165825,11461.611217567755,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,0,1,0,1,0,,1. YES,1,0,0,1,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,27,27,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,0,0,1,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-07T14:16:29
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270097,5,5795.4219714772335,5653.693463175036,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,2. NO,1. YES,2. WITHIN ONE MONTH,96. OTHER (SPECIFY),No customer to work for,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,4. No revenue from sales currently,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,4. NOT APPLICABLE,,1. YES,,2. NO,,1. YES,,0,1,1,1,1,1,1,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-09-11T17:01:58
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,22,8469.626803949204,10467.835360891591,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,1. YES,1,1,0,1,1,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,101,2. NO,1. YES,98. DON'T KNOW,5. VACATION,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",,,,,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,2. The same as in July,,,2. NO,,,,,4. NOT APPLICABLE,,1. YES,,1. YES,,1. YES,3. The same,0,0,0,0,0,1,0,0,0,1,0,0,1. COMPLETE,101,4. YORUBA,,1. YES,0,2020-09-11T10:41:24
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279005,5,13505.402243746947,13589.94143161763,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,9,9,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,2. NO,,,,,,1. YES,,2. Higher,2. NO,,2. NO,,1. YES,,1. YES,,1. YES,2. Higher,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-09T12:11:21
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279006,22,17505.559317935153,24697.712910685503,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,0.5,2,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,5. CAN'T TRAVEL / TRANSPORT GOODS FOR TRADE,,1. YES,,2. Higher,2. NO,,2. NO,,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-09T13:22:37
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279008,22,14659.062679274273,15848.311949867491,1. YES,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,24,24,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,2. NO,,,,,4. NOT APPLICABLE,,1. YES,,1. YES,,1. YES,2. Higher,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-12T18:33:41
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279015,22,24313.97942080831,35016.32898948429,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,1,1,1,0,0,,1. YES,1,1,1,1,0,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,66,66,2. NFE WAS OPERATING AT ROUND 4,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,2. NO,,,,,,1. YES,,1. Much higher,2. NO,,2. NO,,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-09-09T13:50:20
6. South West,27. Ogun,2706. EWEKORO,2. Rural,0,279018,22,20301.79912435599,27845.854800643374,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",24,24,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,2. The same as in July,,,1. YES,,4. Lower,1. YES,,1. YES,5. Much lower,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-14T12:18:41
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279022,22,17819.474266229154,20617.671471513626,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,24,60,2. NFE WAS OPERATING AT ROUND 4,,2. Temporarily closed,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,,2. NO,,,,,4. NOT APPLICABLE,,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-13T16:21:58
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279024,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-09-20T12:46:30
6. South West,27. Ogun,2711. IJEBU-ODE,2. Rural,1218,279036,22,24268.801928551868,,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,2. WITHIN ONE MONTH,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,4. Lower,1. YES,,1. YES,4. Lower,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,0,1,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-14T11:30:10
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279040,8,2760.545452356819,3036.3486576480814,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,1,1,0,1,1,1,0,,1. YES,0,0,0,0,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,501,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,78,78,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,4. CAN'T GET INPUTS,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,501,4. YORUBA,,1. YES,0,2020-09-09T17:53:19
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,5,2384.260725495643,5054.913997682447,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,21,21,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-12T16:38:18
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279047,8,1618.2986445587248,,1. YES,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,0,1,1,1,0,,1. YES,0,0,0,1,0,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,36,36,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-09-11T14:29:11
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279048,22,981.3992987527367,2940.934662116477,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,5. ONCE RESTRICTIONS ARE LIFTED,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,2. The same as in July,,,2. NO,,,,,4. NOT APPLICABLE,,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-07T15:31:05
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,8,3552.0104101778993,4341.176335548442,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,1. YES,0,0,0,1,0,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"7. PROFESSIONAL ACTIVITIES: FINANCE, LEGAL, ANALYSIS, COMPUTER, REAL ESTATE",1. In your own non-farm business,,78,78,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,98. DON'T KNOW,2. NO,,2. NO,,1. YES,,1. YES,,2. NO,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-10T13:29:51
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279051,14,5893.365531740731,7228.10744212821,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,66,66,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,2. NO,0,2020-09-15T14:16:05
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279053,8,3552.0104101778993,4341.176335548442,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,,,,"7. PROFESSIONAL ACTIVITIES: FINANCE, LEGAL, ANALYSIS, COMPUTER, REAL ESTATE",4. As an employee for a private company or another individual (not household member),,30,25,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,98. DON'T KNOW,2. NO,,1. YES,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-09-08T14:55:54
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,14,5894.004558878219,10225.378842655628,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,9,9,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,96. OTHER (SPECIFY),everything is very expensive.So much money is buying very little.,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-09-10T20:02:28
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,5,7019.104491065689,6912.040321718456,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,0,0,1,1,1,0,,1. YES,0,0,0,1,1,0,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,24,24,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-09-13T17:02:47
