zone,state,lga,sector,ea,hhid,indiv,s2q2,s2q3,s2q4,s2q4_os,s2q5,s2q6,s2q7a,s2q7,s2q7_os,s2q8,s2q8_os,s2q9,s2q9_os
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260117,103,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260117,104,2. NO,1. YES,,,2. FEMALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260117,401,1. YES,,,,1. MALE,0,1. YES,3. OWN CHILD,,1. NEW BORN,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260119,1,2. NO,1. YES,,,1. MALE,65,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260119,2,2. NO,1. YES,,,2. FEMALE,55,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260119,6,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260119,7,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260120,2,2. NO,1. YES,,,2. FEMALE,33,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260120,5,2. NO,1. YES,,,2. FEMALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260120,101,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,658,260120,201,2. NO,1. YES,,,1. MALE,45,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,1,2. NO,1. YES,,,1. MALE,65,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,2,2. NO,1. YES,,,2. FEMALE,59,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,4,2. NO,1. YES,,,1. MALE,18,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,5,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,8,2. NO,1. YES,,,2. FEMALE,10,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,9,2. NO,1. YES,,,2. FEMALE,45,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,10,2. NO,1. YES,,,1. MALE,20,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,11,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,12,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,13,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,101,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,102,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,103,2. NO,1. YES,,,1. MALE,8,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,201,2. NO,1. YES,,,2. FEMALE,11,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2613. LAVUN,2. Rural,1462,260155,202,2. NO,1. YES,,,1. MALE,8,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260161,2,2. NO,1. YES,,,2. FEMALE,49,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260161,6,2. NO,1. YES,,,2. FEMALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260161,101,2. NO,1. YES,,,2. FEMALE,4,1. YES,6. GRANDCHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260161,201,2. NO,1. YES,,,1. MALE,72,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260161,301,2. NO,1. YES,,,1. MALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,1,2. NO,1. YES,,,1. MALE,60,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,2,2. NO,1. YES,,,2. FEMALE,39,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,3,2. NO,1. YES,,,1. MALE,18,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,4,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,5,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,6,2. NO,1. YES,,,2. FEMALE,12,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,7,2. NO,1. YES,,,2. FEMALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,8,2. NO,1. YES,,,2. FEMALE,30,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,101,2. NO,1. YES,,,1. MALE,4,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,102,2. NO,1. YES,,,2. FEMALE,4,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,103,2. NO,1. YES,,,2. FEMALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,401,1. YES,,,,2. FEMALE,0,1. YES,6. GRANDCHILD,,1. NEW BORN,,,
1. North Central,26. Niger,2616. MASHEGU,2. Rural,254,260169,402,1. YES,,,,1. MALE,0,1. YES,6. GRANDCHILD,,1. NEW BORN,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269001,1,2. NO,1. YES,,,1. MALE,46,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269001,2,2. NO,1. YES,,,2. FEMALE,41,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269001,3,2. NO,1. YES,,,2. FEMALE,21,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269001,4,2. NO,1. YES,,,1. MALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269001,201,2. NO,1. YES,,,1. MALE,28,1. YES,7. BROTHER/SISTER,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269001,401,1. YES,,,,2. FEMALE,58,1. YES,10. PARENT,,10. MISTAKENLY NOT REPORTED OR FORGOTTEN LAST VISIT,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269004,1,2. NO,1. YES,,,1. MALE,26,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269004,2,2. NO,1. YES,,,2. FEMALE,21,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269004,3,2. NO,1. YES,,,2. FEMALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269004,101,2. NO,1. YES,,,1. MALE,1,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,1,2. NO,1. YES,,,2. FEMALE,81,1. YES,10. PARENT,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,2,2. NO,1. YES,,,2. FEMALE,21,1. YES,4. STEP CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,101,2. NO,1. YES,,,2. FEMALE,40,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,102,2. NO,1. YES,,,2. FEMALE,65,1. YES,10. PARENT,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,103,2. NO,1. YES,,,2. FEMALE,60,1. YES,10. PARENT,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,104,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,105,2. NO,1. YES,,,2. FEMALE,8,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,106,2. NO,1. YES,,,2. FEMALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269005,107,2. NO,1. YES,,,1. MALE,43,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269006,1,2. NO,1. YES,,,1. MALE,39,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269006,2,2. NO,1. YES,,,2. FEMALE,31,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269006,3,2. NO,1. YES,,,1. MALE,8,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269006,4,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269006,5,2. NO,1. YES,,,1. MALE,1,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269006,401,1. YES,,,,1. MALE,20,1. YES,7. BROTHER/SISTER,,7. MOVED IN WITH PARENT OR RELATIVE,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,1,2. NO,1. YES,,,1. MALE,71,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,2,2. NO,1. YES,,,2. FEMALE,61,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,3,2. NO,1. YES,,,1. MALE,21,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,4,2. NO,1. YES,,,2. FEMALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,5,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,6,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,7,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,101,2. NO,1. YES,,,1. MALE,32,1. YES,6. GRANDCHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269009,102,2. NO,1. YES,,,1. MALE,30,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269010,1,2. NO,1. YES,,,1. MALE,66,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269010,2,2. NO,1. YES,,,2. FEMALE,59,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269010,4,2. NO,1. YES,,,1. MALE,27,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269010,5,2. NO,1. YES,,,1. MALE,25,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269011,1,2. NO,1. YES,,,1. MALE,31,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269011,2,2. NO,1. YES,,,2. FEMALE,26,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269011,3,2. NO,1. YES,,,1. MALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269011,4,2. NO,1. YES,,,1. MALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2603. BIDA,1. Urban,450,269011,401,1. YES,,,,1. MALE,0,1. YES,3. OWN CHILD,,1. NEW BORN,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269017,1,2. NO,1. YES,,,1. MALE,36,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269017,2,2. NO,1. YES,,,2. FEMALE,22,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269017,3,2. NO,1. YES,,,2. FEMALE,2,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269017,101,2. NO,1. YES,,,1. MALE,20,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269017,102,2. NO,1. YES,,,1. MALE,18,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269017,103,2. NO,1. YES,,,2. FEMALE,19,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269017,104,2. NO,1. YES,,,1. MALE,16,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269018,1,2. NO,1. YES,,,1. MALE,51,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269018,2,2. NO,1. YES,,,2. FEMALE,31,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269018,101,2. NO,1. YES,,,1. MALE,25,1. YES,7. BROTHER/SISTER,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269018,102,2. NO,1. YES,,,1. MALE,15,1. YES,7. BROTHER/SISTER,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269018,301,2. NO,1. YES,,,2. FEMALE,25,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,1,2. NO,1. YES,,,1. MALE,41,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,2,2. NO,1. YES,,,2. FEMALE,36,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,3,2. NO,1. YES,,,1. MALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,4,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,5,2. NO,1. YES,,,2. FEMALE,29,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,6,2. NO,1. YES,,,2. FEMALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,7,2. NO,1. YES,,,1. MALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,8,2. NO,1. YES,,,2. FEMALE,28,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,9,2. NO,1. YES,,,1. MALE,7,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,10,2. NO,1. YES,,,2. FEMALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,101,2. NO,1. YES,,,2. FEMALE,6,1. YES,4. STEP CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,102,2. NO,1. YES,,,1. MALE,7,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,103,2. NO,1. YES,,,1. MALE,5,1. YES,4. STEP CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,104,2. NO,1. YES,,,2. FEMALE,10,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,105,2. NO,1. YES,,,2. FEMALE,7,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,106,2. NO,1. YES,,,2. FEMALE,11,1. YES,4. STEP CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,107,2. NO,1. YES,,,1. MALE,4,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,108,2. NO,1. YES,,,2. FEMALE,2,1. YES,4. STEP CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,109,2. NO,1. YES,,,1. MALE,2,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,110,2. NO,1. YES,,,1. MALE,2,1. YES,4. STEP CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,111,2. NO,1. YES,,,1. MALE,12,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2604. BORGU,2. Rural,1652,269019,112,2. NO,1. YES,,,1. MALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269025,1,2. NO,1. YES,,,2. FEMALE,49,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269025,2,2. NO,1. YES,,,1. MALE,27,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269025,3,2. NO,1. YES,,,1. MALE,23,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269025,4,2. NO,1. YES,,,2. FEMALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269025,5,2. NO,1. YES,,,2. FEMALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269025,6,2. NO,1. YES,,,1. MALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269025,101,2. NO,1. YES,,,2. FEMALE,11,1. YES,6. GRANDCHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269025,301,2. NO,1. YES,,,2. FEMALE,12,1. YES,6. GRANDCHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,1,2. NO,1. YES,,,1. MALE,99,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,2,2. NO,1. YES,,,2. FEMALE,65,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,3,2. NO,1. YES,,,2. FEMALE,61,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,4,2. NO,1. YES,,,2. FEMALE,71,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,5,2. NO,1. YES,,,2. FEMALE,57,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,8,2. NO,1. YES,,,1. MALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,9,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,101,2. NO,1. YES,,,1. MALE,24,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2608. GBAKO,2. Rural,786,269035,102,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269038,1,2. NO,1. YES,,,1. MALE,37,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269038,2,2. NO,1. YES,,,2. FEMALE,31,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269038,3,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269038,4,2. NO,1. YES,,,2. FEMALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269038,101,2. NO,1. YES,,,1. MALE,1,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269038,201,2. NO,1. YES,,,2. FEMALE,10,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269042,1,2. NO,1. YES,,,1. MALE,29,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269042,2,2. NO,1. YES,,,2. FEMALE,22,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269042,3,2. NO,1. YES,,,2. FEMALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269042,4,2. NO,1. YES,,,1. MALE,2,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269042,101,2. NO,1. YES,,,2. FEMALE,3,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269042,102,2. NO,1. YES,,,2. FEMALE,5,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269046,1,2. NO,1. YES,,,1. MALE,29,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269046,101,2. NO,1. YES,,,1. MALE,48,1. YES,10. PARENT,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269046,102,2. NO,1. YES,,,1. MALE,20,1. YES,7. BROTHER/SISTER,,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269046,103,2. NO,1. YES,,,1. MALE,33,1. YES,14. OTHER RELATION (SPECIFY),UNCLE,,,,
1. North Central,26. Niger,2609. GURARA,2. Rural,204,269046,104,2. NO,1. YES,,,2. FEMALE,40,1. YES,10. PARENT,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,1,2. NO,1. YES,,,1. MALE,43,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,2,2. NO,1. YES,,,2. FEMALE,29,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,3,2. NO,1. YES,,,2. FEMALE,27,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,4,2. NO,1. YES,,,2. FEMALE,24,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,5,2. NO,1. YES,,,1. MALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,6,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,7,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,101,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,102,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,103,2. NO,1. YES,,,1. MALE,2,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,104,2. NO,1. YES,,,2. FEMALE,0,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,105,2. NO,1. YES,,,2. FEMALE,8,1. YES,4. STEP CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269050,106,2. NO,1. YES,,,2. FEMALE,8,1. YES,4. STEP CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269052,1,2. NO,1. YES,,,1. MALE,71,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269052,4,2. NO,1. YES,,,1. MALE,26,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269052,5,2. NO,1. YES,,,2. FEMALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269052,6,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269052,301,2. NO,1. YES,,,1. MALE,22,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269052,401,1. YES,,,,1. MALE,0,1. YES,3. OWN CHILD,,1. NEW BORN,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269053,1,2. NO,1. YES,,,1. MALE,31,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269053,2,2. NO,1. YES,,,2. FEMALE,29,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269053,3,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269053,4,2. NO,1. YES,,,2. FEMALE,7,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269053,5,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269053,6,2. NO,1. YES,,,2. FEMALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269053,101,2. NO,1. YES,,,2. FEMALE,1,1. YES,3. OWN CHILD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269056,1,2. NO,1. YES,,,1. MALE,41,1. YES,1. HEAD,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269056,2,2. NO,1. YES,,,2. FEMALE,34,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269056,3,2. NO,1. YES,,,2. FEMALE,31,1. YES,2. SPOUSE,,,,,
1. North Central,26. Niger,2615. MARIGA,2. Rural,556,269056,4,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
