zone,state,lga,sector,ea,hhid,indiv,wt_educ_r6,wt_educ_r6_pp_panel,wt_educ_r6_ph_panel,s5cq10,s5cq10a,s5cq11,s5cq12,s5cq12_os,s5cq12a,s5cq13a,s5cq13,s5cq13_os,s5cq14,s5cq14_os,s5cq15,s5cq16,s5cq17,s5cq17a,s5cq18,s5cq19,s5cq19_os,s5cq20,s5cq20_os,s5cq21
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270091,6,3166.2122381342515,4310.755921334761,4477.746929944701,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,26. SS3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,25. SS2,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270091,201,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270091,301,3003.0566663434174,,,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,22. JS2,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270094,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270094,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270094,4,6252.526036955869,9444.690770192927,9137.560333823156,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,21. JS1,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,16. PRIMARY 6,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270094,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270094,501,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270096,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270096,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270097,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270097,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,6,5789.364165537732,7882.142440350476,8187.482603454348,1. YES,1. YES,2. NO,3. HAD ENOUGH/COMPLETED SCHOOLING,,,,,,,,,,,2. NO,2. NO,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,7,8902.153747286755,12118.373033777647,12132.217000169614,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,21. JS1,,2. STATE GOVERNMENT,,2. NO
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,8,8902.153747286755,12118.373033777647,12132.217000169614,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,21. JS1,,2. STATE GOVERNMENT,,2. NO
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,9,5491.037032139283,7226.634979210542,7599.489637195691,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,21. JS1,,2. STATE GOVERNMENT,,2. NO
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,10,8387.456478064518,15053.158024162713,11309.915689617055,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,2. NURSERY 2,,3. LOCAL GOVERNMENT,,2. NO
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,103,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,1076,270100,104,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279005,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279005,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279005,3,15206.858062859053,21493.273530411065,18546.511295617634,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,26. SS3,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,25. SS2,,3. LOCAL GOVERNMENT,,1. YES
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279005,4,9862.980161229756,16569.817536344195,14883.02321696077,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,21. JS1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,16. PRIMARY 6,,3. LOCAL GOVERNMENT,,1. YES
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279005,5,16524.256214564524,24053.430118970355,20938.03353462085,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,13. PRIMARY 3,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,12. PRIMARY 2,,6. PRIVATE,,1. YES
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279005,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279005,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279006,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279006,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279006,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279006,4,13381.574891175085,18601.2926459734,15892.590046921947,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,1. FEDERAL GOVERNMENT,,3. NO,,2. NO,1. YES,1. YES,21. JS1,,1. FEDERAL GOVERNMENT,,2. NO
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279008,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279008,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,2. Rural,568,279008,4,11571.647537689863,16506.81546571714,14061.846869575857,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,2. NO,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279015,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279015,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279015,3,17204.43595481355,28903.471357224746,25961.120834119054,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,14. PRIMARY 4,,6. PRIVATE,,3. NO,,1. YES,1. YES,1. YES,14. PRIMARY 4,,6. PRIVATE,,2. NO
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279015,201,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279015,202,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279015,203,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279015,204,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,0,279018,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,0,279018,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,0,279018,3,15328.809201019785,21308.07981730915,18205.217436697385,1. YES,1. YES,2. NO,96. OTHER (SPECIFY),HE PREFER HANDIWORK THAN SCHOOL,,,,,,,,,,2. NO,2. NO,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,0,279018,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,0,279018,8,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279022,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279022,3,22114.36932991561,31256.30468803403,26971.015240450568,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,21. JS1,,5. RELIGIOUS BODY,,3. NO,,1. YES,1. YES,1. YES,16. PRIMARY 6,,5. RELIGIOUS BODY,,2. NO
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279022,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279022,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2711. IJEBU-ODE,2. Rural,1218,279036,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2711. IJEBU-ODE,2. Rural,1218,279036,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2711. IJEBU-ODE,2. Rural,1218,279036,4,17953.369130456795,30161.679917362013,27091.24475800828,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,16. PRIMARY 6,,2. STATE GOVERNMENT,,3. NO,,2. NO,2. NO,,,,,,
6. South West,27. Ogun,2711. IJEBU-ODE,2. Rural,1218,279036,5,31575.359224804757,48302.07023518094,41945.97235544198,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,16. PRIMARY 6,,2. STATE GOVERNMENT,,3. NO,,2. NO,2. NO,,,,,,
6. South West,27. Ogun,2711. IJEBU-ODE,2. Rural,1218,279036,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2711. IJEBU-ODE,2. Rural,1218,279036,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279040,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279040,3,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279040,4,2039.2698913608886,3425.9756640326905,3077.2140511929156,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,15. PRIMARY 5,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,14. PRIMARY 4,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279040,5,3416.5554046184916,4973.28748752684,4329.148053982611,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,14. PRIMARY 4,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,13. PRIMARY 3,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279040,501,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,4,3212.915071972183,4583.1845489007965,3904.3290594421837,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,26. SS3,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,25. SS2,,3. LOCAL GOVERNMENT,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,5,3212.915071972183,4583.1845489007965,3904.3290594421837,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,25. SS2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,24. SS1,,3. LOCAL GOVERNMENT,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,6,4412.111668983117,7743.74781797813,5283.647913654888,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,14. PRIMARY 4,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,13. PRIMARY 3,,6. PRIVATE,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,7,7751.615814181118,9652.507157358894,9146.341856558112,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,6. PRIVATE,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,9,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,10,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,11,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279042,301,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279047,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279047,3,1826.3577946226735,2820.2915191680795,2514.909533643155,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,25. SS2,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,24. SS1,,6. PRIVATE,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279048,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279048,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279048,3,1336.5851621575343,1906.6225923395693,1624.2160692494288,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,21. JS1,,1. FEDERAL GOVERNMENT,,3. NO,,2. NO,1. YES,1. YES,16. PRIMARY 6,,1. FEDERAL GOVERNMENT,,2. NO
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279048,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,172,279048,5,3224.7023179546654,,3804.913774453423,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,3. NURSERY 3,,6. PRIVATE,,3. NO,,2. NO,1. YES,1. YES,2. NURSERY 2,,6. PRIVATE,,2. NO
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,201,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,202,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,203,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,204,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,205,3967.1230924448514,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,25. SS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279049,206,3967.1230924448514,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,25. SS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279051,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279051,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279051,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279053,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279053,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279053,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,3,11228.104324155038,16344.119772938875,14227.23188364549,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,13. PRIMARY 3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,12. PRIMARY 2,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,4,11228.104324155038,16344.119772938875,14227.23188364549,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,13. PRIMARY 3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,12. PRIMARY 2,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,101,6701.818754162768,,,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,16. PRIMARY 6,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,15. PRIMARY 5,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,3,7021.122681099053,12322.852983013563,8408.023864467146,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,13. PRIMARY 3,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,12. PRIMARY 2,,6. PRIVATE,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,4,12335.373556095145,15360.317692870889,14554.842006745119,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,6. PRIVATE,,1. YES
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,201,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,401,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,4,66601.4146,,75085.292,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,401,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,3,3624.6578687486626,5597.255848342516,4991.183358019943,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,23. JS3,,2. STATE GOVERNMENT,,3. NO,,1. YES,1. YES,1. YES,22. JS2,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,4,4210.322764149297,6440.696507007925,5593.161459070826,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,13. PRIMARY 3,,2. STATE GOVERNMENT,,3. NO,,2. NO,1. YES,1. YES,12. PRIMARY 2,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,201,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,202,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,4,2511.8730486563804,3583.1565688836026,3052.4239570013897,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,26. SS3,,2. STATE GOVERNMENT,,"2. YES, SOME DAYS BUT NOT EVERY DAY",1,2. NO,2. NO,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,5,3568.0969050473573,5043.1247826599,4351.704295507667,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,21. JS1,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,16. PRIMARY 6,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,5,2313.4998217490647,3300.1795563853802,2811.3611411224347,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,23. JS3,,1. FEDERAL GOVERNMENT,,3. NO,,2. NO,2. NO,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,6,2206.538193991881,3067.2370789501542,2620.5889235888794,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,14. PRIMARY 4,,6. PRIVATE,,3. NO,,2. NO,2. NO,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279084,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279084,2,2124.0213585574734,3279.948453533507,2924.794681538005,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,25. SS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,24. SS1,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279084,3,1522.6401884535805,2172.0278404284772,1850.3098282036717,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,25. SS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,24. SS1,,2. STATE GOVERNMENT,,1. YES
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279084,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279084,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,4,23944.765167569236,32600.47983766676,33863.36437778109,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,22. JS2,,1. FEDERAL GOVERNMENT,,3. NO,,2. NO,1. YES,1. YES,21. JS1,,1. FEDERAL GOVERNMENT,,1. YES
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
