zone,state,lga,sector,ea,hhid,indiv,wt_employ_r5,wt_employ_r5_pp_panel,wt_employ_r5_ph_panel,respondent,s6q0a,s6q0c,s6q1_1,s6q1a_1,s6q1b_1,s6q1c_1,s6q1c_1_os,s6q1d_1,s6q3a_1,s6q3b_1,s6q3b_1_os,s6q6_1,s6q6a_1,s6q5a_1,s6q8b1_1,s6q8c1_1
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319061,1,35946.35481091858,49055.686898842505,48313.33357855129,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",12,12
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319061,2,35866.933367655794,44398.55222136506,40863.86525083399,2. NO,1. YES,,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319065,1,46655.925514398805,55755.59647242409,52065.281541458884,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",42,42
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319065,2,52242.575746669514,56704.04468726588,54732.48101475945,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",14,84
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319065,4,42668.68007767292,63630.86159289601,56765.80692871767,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,1,26213.99553769601,28465.948351849813,28074.886742284663,2. NO,2. NO,3,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",56.5,66
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,2,26787.76197237796,29075.412730782067,28064.479069536304,2. NO,2. NO,3,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,3,21878.67709928361,32627.188649987063,29107.081770817796,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",72,72
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,9,23298.418317990512,28840.38152253432,26544.321950938833,2. NO,2. NO,3,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",66,66
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319072,1,22734.738024141516,27168.87223229794,25370.636697217204,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319072,2,25457.02952437092,27631.036929625356,26670.323298973766,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,21
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319072,3,20791.81267344965,31006.37170124177,27661.13275054647,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,21
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319072,4,20791.81267344965,31006.37170124177,27661.13275054647,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,21
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,1,4235.392184108219,5183.018217957307,5042.010464114407,2. NO,2. NO,201,1. YES,,,,,,,,,5. As an employee for the government,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,998. DON'T KNOW
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,2,3428.508575683975,3671.3421832684844,3545.179021678103,2. NO,2. NO,201,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",998. DON'T KNOW,998. DON'T KNOW
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,3,4159.941428283686,5370.0224641439645,5038.124205146511,2. NO,2. NO,201,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,4,3331.22530000076,4787.364681058628,3990.434531603443,2. NO,2. NO,201,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,5,3237.9779102163275,4727.448589607379,4300.777744975049,2. NO,2. NO,201,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,7,2819.548615591614,3051.551839001305,2993.3223517867395,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,998. DON'T KNOW
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,201,2757.620190426811,,,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,13. ROTATION OF PERSONEL DUE TO CORONAVIRUS (MY TURN IS NEXT WEEK),,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,
4. South East,14. Enugu,1404. ENUGU NORTH,1. Urban,0,320007,1,4833.2860047332915,4457.264760173944,4561.072647846095,2. NO,1. YES,,1. YES,,,,,,,,,5. As an employee for the government,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,998. DON'T KNOW
4. South East,14. Enugu,1404. ENUGU NORTH,1. Urban,0,320007,2,4323.30796264705,4207.144646574162,4140.334321215389,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",45,52
4. South East,16. Imo,1625. OWERRI MUNICIPAL,1. Urban,0,320010,1,3609.4629925635445,3584.244918724119,3835.9065572655286,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",20,20
4. South East,16. Imo,1625. OWERRI MUNICIPAL,1. Urban,0,320010,2,3201.1075586668026,3115.0967372463806,3065.62835809071,2. NO,2. NO,1,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",60,60
4. South East,16. Imo,1625. OWERRI MUNICIPAL,1. Urban,0,320010,3,3501.3368394890445,4373.605362281911,4046.601088389298,2. NO,2. NO,1,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",30,30
4. South East,16. Imo,1625. OWERRI MUNICIPAL,1. Urban,0,320010,7,3692.3586366808945,4260.832087379874,4288.190638998464,2. NO,2. NO,1,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",30,30
4. South East,16. Imo,1625. OWERRI MUNICIPAL,1. Urban,0,320010,201,4689.8250993767015,,,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",72,72
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320051,2,33814.99931174114,33994.11761308806,34405.80221528267,2. NO,2. NO,3,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,45
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320051,3,39511.62897164081,46817.42115838346,46087.10723773807,1. YES,,,2. NO,1. YES,98. DON'T KNOW,4. TEMPORARILY LAID OFF/LEAVE OF ABSENCE (FURLOUGHED),,,,,,,,4. CONSTRUCTION,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320051,4,39511.62897164081,46817.42115838346,46087.10723773807,2. NO,2. NO,3,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",6,998. DON'T KNOW
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320051,5,32025.760750926984,41776.66939873434,36700.4226543935,2. NO,1. YES,,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,4712,320055,1,5715.111295675179,6993.809469234543,6803.53783163057,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",15,998. DON'T KNOW
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,4712,320055,2,4758.0185382352165,5198.502868158143,5034.1193363247285,2. NO,2. NO,1,2. NO,1. YES,1. WITHIN ONE WEEK,5. VACATION,,1. In their own non-farm business,,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,4712,320055,3,5613.3003067193085,7246.1473952784845,6798.293830234741,2. NO,2. NO,1,2. NO,1. YES,2. WITHIN ONE MONTH,5. VACATION,,1. In their own non-farm business,,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,4712,320055,5,4495.055596482356,6459.926442678508,5384.57277977458,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,1,4262.5310191269955,4657.14447106034,4509.879407285815,1. YES,,,1. YES,,,,,,,,,5. As an employee for the government,,8. PUBLIC ADMINISTRATION,84,84
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,2,4026.9523455478466,,4823.837552143933,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,3,4026.9523455478466,5787.206716813049,4823.837552143933,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,4,4403.508959908893,6429.124224770873,5848.870455484091,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,6,5380.278702543399,6591.549846036638,5656.612733361417,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",32,32
5. South South,32. Rivers,3215. OBIO AKPOR,2. Rural,0,320077,6,11977.736721951242,14231.654798758684,12997.281745333052,1. YES,,,1. YES,,,,,,,,,5. As an employee for the government,,8. PUBLIC ADMINISTRATION,18,40
5. South South,32. Rivers,3215. OBIO AKPOR,2. Rural,0,320077,7,18864.07135961877,21335.940172315597,19234.974201446723,2. NO,2. NO,6,1. YES,,,,,,,,,2. In a non-farm business operated by a household member,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",48,48
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,1,16215.866566953871,18221.609430485158,18599.495679099356,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",8,12
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,2,13643.987885406934,13716.260190105264,13882.370491429489,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",9,9
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,3,14069.996081760362,18792.866995683,17906.633049143547,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,4,14069.996081760362,18792.866995683,17906.633049143547,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,5,12922.049404119578,16856.435983160525,14808.22511541479,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,6,12922.049404119578,16856.435983160525,14808.22511541479,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,9,14069.996081760362,18792.866995683,17906.633049143547,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320184,1,27426.43292185168,27422.501635205557,27869.054280673587,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",6,998. DON'T KNOW
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320184,2,35449.997644824885,42004.78474306111,41349.54405973104,1. YES,,,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),No customer,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320184,4,37763.38184218442,42711.73705448911,38505.88039275093,2. NO,2. NO,2,2. NO,1. YES,98. DON'T KNOW,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,1. In their own non-farm business,,,,,,,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320184,101,34499.76523214991,,,2. NO,2. NO,2,1. YES,,,,,,,,,1. In your own non-farm business,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",30,30
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320185,1,14957.899051682083,17552.54766799566,16412.86022728077,2. NO,2. NO,2,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,998. DON'T KNOW
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320185,2,11740.737903745707,12706.810637450211,12464.340213682655,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",28,28
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,1,60004.0333,69442.216,67927.239,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",66,66
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,2,60004.0333,69442.216,67927.239,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",43,43
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,3,60004.0333,69442.216,67927.239,2. NO,2. NO,2,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,998. DON'T KNOW
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,4,60004.0333,69442.216,67927.239,2. NO,2. NO,2,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,998. DON'T KNOW
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,5,60004.0333,69442.216,67927.239,2. NO,2. NO,2,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,998. DON'T KNOW
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,201,60004.0333,,,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",43,43
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329005,1,60004.03330000001,69442.216,67927.239,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",4,9
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329005,2,60004.0333,69442.216,67927.239,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,0,329011,1,60004.0333,69442.216,67927.239,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",5,20
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,0,329011,2,60004.0333,69442.216,67927.239,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",24,24
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,0,329011,3,60004.0333,69442.216,67927.239,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",5,5
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,0,329011,4,60004.0333,69442.216,67927.239,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",4,4
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329014,1,12266.68398958707,14574.974898665485,13310.824206165773,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Because it rained,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329014,2,14030.924642974527,14028.913459572046,14257.362654388442,2. NO,2. NO,1,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Because it rained,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329014,3,16005.537936558032,21378.1115423353,20369.962643815634,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329014,4,14699.673742186022,19175.295006186116,16845.321596437076,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329018,1,19492.38778831103,20996.308492014792,20639.96502390736,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,18
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329018,2,15495.950843881103,15493.729664597777,15746.032173753621,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",15,15
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329023,1,8850.320821904166,10515.735461506085,9603.6601846544,1. YES,,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,,21,12
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329023,101,11547.876001855417,,,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",24,998. DON'T KNOW
