zone,state,lga,sector,ea,hhid,shock_cd,shock_cd_os,s10q1,s10q3__1,s10q3__6,s10q3__7,s10q3__8,s10q3__9,s10q3__11,s10q3__12,s10q3__13,s10q3__14,s10q3__15,s10q3__16,s10q3__17,s10q3__18,s10q3__19,s10q3__20,s10q3__21,s10q3__96,s10q3_os
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279121,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. Urban,0,280033,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,5. Job loss,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,6. Nonfarm business closure,,1. YES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280036,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. Urban,340,280039,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280082,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,0,280089,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,6. Nonfarm business closure,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,6. Nonfarm business closure,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,10. Increase in price of farming/business inputs,,1. YES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,5. Job loss,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,12. Increase in price of major food items consumed,,1. YES,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,5. Job loss,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,6. Nonfarm business closure,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Stopped sales for now
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,10. Increase in price of farming/business inputs,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,10. Increase in price of farming/business inputs,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
