zone,state,lga,sector,ea,hhid,source_cd,source_cd_os,s7q1,s7q2
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239219,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239219,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239219,8. PENSION,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239219,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239219,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239219,96. OTHER (SPECIFY),,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239219,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,4. REMITTANCES FROM ABROAD,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,8. PENSION,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,96. OTHER (SPECIFY),,2. NO,
1. North Central,23. Kwara,2311. KAIAMA,2. Rural,1600,239221,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,8. PENSION,,2. NO,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,96. OTHER (SPECIFY),,2. NO,
6. South West,27. Ogun,2705. EGBADO-SOUTH/,1. Urban,0,240051,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,8. PENSION,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240052,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,8. PENSION,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240053,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,8. PENSION,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,0,240055,99. TOTAL HOUSEHOLD INCOME,,,2. Stayed the same
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,1. YES,3. Reduced
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,8. PENSION,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2403. ALIMOSHO,1. Urban,7586,240060,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,2. NON-FARM FAMILY BUSINESS,,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,8. PENSION,,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,96. OTHER (SPECIFY),,2. NO,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,1. Urban,0,240074,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,2. NON-FARM FAMILY BUSINESS,,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,8. PENSION,,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2418. OSHODI/ISOLO,1. Urban,1770,240077,99. TOTAL HOUSEHOLD INCOME,,,2. Stayed the same
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,8. PENSION,,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2406. BADAGRY,1. Urban,0,240078,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,2. NON-FARM FAMILY BUSINESS,,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,8. PENSION,,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2402. AJEROMI/IFELODUN,1. Urban,0,240081,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,8. PENSION,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,2. NON-FARM FAMILY BUSINESS,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,8. PENSION,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,8. PENSION,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,8. PENSION,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,8. PENSION,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,2. NON-FARM FAMILY BUSINESS,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,4. REMITTANCES FROM ABROAD,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,8. PENSION,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,96. OTHER (SPECIFY),,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240116,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240116,2. NON-FARM FAMILY BUSINESS,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240116,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240116,4. REMITTANCES FROM ABROAD,,2. NO,
